name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Aaron Connolly,0,0,-5,0,1.3,534,115,2,0,0.3,0.0,2019-11-10T14:00:00Z,45,0,0,0,0,12,0,246255,1,3,4.0,1,-10884,18973,29857,47,False,0,Man Utd,Brighton,FWD,Connolly
Aaron Cresswell,0,0,10,0,13.5,376,111,3,0,5.1,15.0,2019-11-09T15:00:00Z,90,0,0,0,0,12,0,120953,0,3,22.0,1,-18203,1960,20163,49,False,0,Burnley,West Ham,DEF,Cresswell
Aaron Lennon,0,0,0,0,0.0,430,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,6749,0,3,0.0,0,-105,128,233,47,True,0,West Ham,Burnley,MID,Lennon
Aaron Mooy,0,0,0,0,0.0,516,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,10811,1,3,0.0,0,-284,276,560,48,False,0,Man Utd,Brighton,MID,Mooy
Aaron Ramsdale,0,1,23,0,0.0,494,116,2,0,4.4,44.2,2019-11-09T15:00:00Z,90,0,0,0,0,12,7,249480,1,2,0.0,4,124055,128192,4137,46,False,0,Newcastle,Bournemouth,GK,Ramsdale
Aaron Wan-Bissaka,0,0,14,0,12.2,122,115,1,0,4.1,23.0,2019-11-10T14:00:00Z,90,0,0,0,0,12,0,1206868,1,3,6.0,2,-25546,24488,50034,54,True,0,Brighton,Man Utd,DEF,Wan-Bissaka
Abdoulaye Doucouré,0,0,18,1,2.8,368,117,0,0,5.1,16.0,2019-11-08T20:00:00Z,90,0,0,0,0,12,0,73521,2,0,32.0,3,2550,5533,2983,57,False,0,Norwich,Watford,MID,Doucouré
Adama Traoré,1,0,26,0,18.8,417,120,1,0,6.1,30.2,2019-11-10T14:00:00Z,90,0,0,0,0,12,0,305096,1,2,12.0,5,37799,60034,22235,51,True,0,Aston Villa,Wolves,MID,Traoré
Adam Idah,0,0,0,0,0.0,538,117,0,0,0.0,0.0,2019-11-08T20:00:00Z,0,0,0,0,0,12,0,7398,2,0,0.0,0,-344,343,687,45,True,0,Watford,Norwich,FWD,Idah
Adam Lallana,0,0,0,0,0.0,195,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,0,0,0,0,12,0,8813,1,3,0.0,0,176,477,301,58,True,0,Man City,Liverpool,MID,Lallana
Adam Masina,0,0,-1,0,0.0,355,117,0,0,0.0,0.0,2019-11-08T20:00:00Z,2,0,0,0,0,12,0,4500,2,0,0.0,0,12,129,117,43,False,1,Norwich,Watford,DEF,Masina
Adam Smith,0,0,12,0,11.9,63,116,2,0,2.8,16.0,2019-11-09T15:00:00Z,77,0,0,0,0,12,0,53525,1,2,0.0,1,17200,19236,2036,43,False,0,Newcastle,Bournemouth,DEF,Adam Smith
Adam Webster,0,0,0,0,0.0,493,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,14386,1,3,0.0,0,-4211,102,4313,44,False,0,Man Utd,Brighton,DEF,Webster
Addji Keaninkin Marc-Israel Guehi,0,0,0,0,0.0,545,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,0,0,0,0,12,0,4853,0,2,0.0,0,-32,384,416,40,True,0,Crystal Palace,Chelsea,DEF,Guehi
Ademola Lookman,0,0,0,0,0.0,155,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,455,2,1,0.0,0,-3,8,11,50,False,0,Southampton,Everton,MID,Lookman
Adrian Mariappa,0,0,5,0,0.0,356,117,0,0,0.7,7.2,2019-11-08T20:00:00Z,20,0,0,0,0,12,0,10360,2,0,0.0,1,-173,143,316,42,False,0,Norwich,Watford,DEF,Mariappa
Adrián San Miguel del Castillo,0,0,0,0,0.0,526,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,0,0,0,0,12,0,215693,1,3,0.0,0,-29865,1028,30893,43,True,0,Man City,Liverpool,GK,Adrián
Ahmed El Mohamady,0,0,0,0,0.0,22,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,68227,1,2,0.0,0,-1177,2221,3398,42,False,0,Wolves,Aston Villa,DEF,El Mohamady
Ainsley Maitland-Niles,0,0,0,0,0.0,4,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,0,0,0,0,12,0,238898,0,2,0.0,0,-25155,515,25670,48,False,0,Leicester,Arsenal,DEF,Maitland-Niles
Akin Famewo,0,0,0,0,0.0,552,117,0,0,0.0,0.0,2019-11-08T20:00:00Z,0,0,0,0,0,12,0,3287,2,0,0.0,0,48,306,258,40,True,0,Watford,Norwich,DEF,Famewo
Albian Ajeti,0,0,2,0,0.8,514,111,0,0,0.2,0.0,2019-11-09T15:00:00Z,26,0,0,0,0,12,0,2539,0,3,2.0,1,-45,34,79,58,False,0,Burnley,West Ham,FWD,Ajeti
Alexander Tettey,0,0,13,0,3.3,289,117,2,0,1.7,7.6,2019-11-08T20:00:00Z,90,0,0,0,0,12,0,12087,2,0,6.0,2,31,316,285,45,True,0,Watford,Norwich,MID,Tettey
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,75941,0,3,0.0,0,-3407,292,3699,44,False,0,Burnley,West Ham,FWD,Xande Silva
Alexandre Lacazette,0,0,3,0,2.3,12,113,2,0,5.8,4.6,2019-11-09T17:30:00Z,90,0,0,0,0,12,0,117840,0,2,51.0,2,-751,4637,5388,93,False,0,Leicester,Arsenal,FWD,Lacazette
Alexis Sánchez,0,0,0,0,0.0,240,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,29609,1,3,0.0,0,-222,22,244,68,True,0,Brighton,Man Utd,MID,Sánchez
Alex Iwobi,0,0,7,0,13.9,17,118,0,0,4.9,8.4,2019-11-09T15:00:00Z,16,0,0,0,0,12,0,96210,2,1,27.0,1,-2019,3006,5025,58,False,0,Southampton,Everton,MID,Iwobi
Alex McCarthy,0,0,15,0,0.0,318,118,2,0,2.5,24.6,2019-11-09T15:00:00Z,90,0,0,0,0,12,3,28633,2,1,0.0,2,828,1573,745,43,True,0,Everton,Southampton,GK,McCarthy
Alex Oxlade-Chamberlain,0,0,3,0,0.3,193,114,0,0,0.2,2.0,2019-11-10T16:30:00Z,11,0,0,0,0,12,0,36235,1,3,0.0,1,5729,8384,2655,62,True,0,Man City,Liverpool,MID,Chamberlain
Alfie Whiteman,0,0,0,0,0.0,543,119,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,25089,1,1,0.0,0,772,1718,946,40,True,0,Sheffield Utd,Spurs,GK,Whiteman
Alireza Jahanbakhsh,0,0,0,0,0.0,50,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,4449,1,3,0.0,0,-57,40,97,58,False,0,Man Utd,Brighton,MID,Jahanbakhsh
Alisson Ramses Becker,0,0,18,0,0.0,189,114,1,0,2.5,24.6,2019-11-10T16:30:00Z,90,0,0,0,0,12,2,522736,1,3,0.0,2,11686,27618,15932,59,True,0,Man City,Liverpool,GK,Alisson
Allan Saint-Maximin,1,0,15,0,31.2,500,116,1,0,7.7,16.0,2019-11-09T15:00:00Z,89,0,0,0,0,12,0,28192,1,2,30.0,5,5760,7000,1240,54,True,0,Bournemouth,Newcastle,MID,Saint-Maximin
Andreas Christensen,0,0,0,0,0.0,108,112,0,0,0.0,0.0,2019-11-09T12:30:00Z,0,0,0,0,0,12,0,44338,0,2,0.0,0,-1595,143,1738,49,True,0,Crystal Palace,Chelsea,DEF,Christensen
Andreas Pereira,0,1,28,0,36.1,246,115,1,1,12.0,48.4,2019-11-10T14:00:00Z,69,0,0,0,0,12,0,33499,1,3,35.0,8,340,2586,2246,50,True,0,Brighton,Man Utd,MID,Pereira
Andrew Robertson,1,0,24,0,29.7,181,114,1,0,6.6,36.2,2019-11-10T16:30:00Z,90,0,0,0,0,12,0,1499335,1,3,0.0,5,61932,81187,19255,69,True,0,Man City,Liverpool,DEF,Robertson
Andrew Surman,0,0,0,0,0.0,80,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,2766,1,2,0.0,0,-158,11,169,47,False,0,Newcastle,Bournemouth,MID,Surman
Andre Gray,0,0,24,0,13.3,364,117,0,1,8.9,37.6,2019-11-08T20:00:00Z,59,0,0,0,0,12,0,29793,2,0,38.0,5,-572,744,1316,57,False,0,Norwich,Watford,FWD,Gray
Andre Green,0,0,0,0,0.0,32,120,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,785,1,2,0.0,0,-9,13,22,49,False,0,Wolves,Aston Villa,MID,Green
Andriy Yarmolenko,0,0,0,0,17.5,392,111,2,0,6.0,10.4,2019-11-09T15:00:00Z,70,0,0,0,0,12,0,374996,0,3,32.0,2,-57405,14446,71851,60,False,0,Burnley,West Ham,MID,Yarmolenko
Andros Townsend,0,0,7,0,4.8,135,112,2,0,1.5,8.6,2019-11-09T12:30:00Z,90,0,0,0,0,12,0,91202,0,2,2.0,2,-7205,172,7377,56,False,0,Chelsea,Crystal Palace,MID,Townsend
André Filipe Tavares Gomes,0,0,0,0,0.0,422,118,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,25837,2,1,0.0,0,-2819,217,3036,53,False,0,Southampton,Everton,MID,André Gomes
Andy Carroll,0,0,4,0,1.2,520,116,0,0,0.5,4.2,2019-11-09T15:00:00Z,7,0,0,0,0,12,0,6732,1,2,0.0,1,-153,223,376,54,True,0,Bournemouth,Newcastle,FWD,Carroll
Andy King,0,0,0,0,0.0,480,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,0,0,0,0,12,0,33927,0,2,0.0,0,3079,6613,3534,43,True,0,Arsenal,Leicester,MID,King
Andy Lonergan,0,0,0,0,0.0,530,114,0,0,0.0,0.0,2019-11-10T16:30:00Z,0,0,0,0,0,12,0,1700,1,3,0.0,0,-31,30,61,43,True,0,Man City,Liverpool,GK,Lonergan
Angelo Ogbonna,0,0,0,0,0.0,377,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,0,0,0,0,12,0,29985,0,3,0.0,0,-2698,169,2867,45,False,0,Burnley,West Ham,DEF,Ogbonna
Angel Gomes,0,0,0,0,0.0,245,115,0,0,0.0,0.0,2019-11-10T14:00:00Z,0,0,0,0,0,12,0,6657,1,3,0.0,0,-213,138,351,48,True,0,Brighton,Man Utd,MID,Gomes
