name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Aaron Connolly,0,0,1,0,0.0,534,232,1,0,0.0,0.0,2020-01-21T19:30:00Z,30,0,0,0,0,24,0,92573,1,3,0.0,1,-3091,3610,6701,44,False,0,Bournemouth,Brighton,FWD,Connolly
Aaron Cresswell,0,0,9,0,19.5,376,234,4,0,3.7,13.2,2020-01-22T19:30:00Z,90,0,0,0,0,24,0,121950,1,4,4.0,0,13909,20400,6491,47,False,0,Leicester,West Ham,DEF,Cresswell
Aaron Cresswell,0,0,11,0,4.3,376,180,2,0,1.7,12.6,2020-01-29T19:45:00Z,90,0,0,0,0,24,0,121950,2,0,0.0,1,13909,20400,6491,47,True,0,Liverpool,West Ham,DEF,Cresswell
Aaron Lennon,0,0,0,0,0.0,430,235,0,0,0.0,0.0,2020-01-22T20:15:00Z,0,0,0,0,0,24,0,6205,2,0,0.0,0,75,190,115,46,False,0,Man Utd,Burnley,MID,Lennon
Aaron Mooy,0,3,36,0,68.8,516,232,3,1,15.2,55.0,2020-01-21T19:30:00Z,90,0,0,0,0,24,0,43391,1,3,28.0,10,-832,3907,4739,48,False,0,Bournemouth,Brighton,MID,Mooy
Aaron Ramsdale,0,0,24,0,0.0,494,232,1,0,4.5,45.2,2020-01-21T19:30:00Z,90,0,0,0,0,24,7,320219,1,3,0.0,4,-20114,5615,25729,47,True,0,Brighton,Bournemouth,GK,Ramsdale
Aaron Wan-Bissaka,0,0,13,0,53.2,122,235,2,0,8.7,29.6,2020-01-22T20:15:00Z,90,0,0,0,0,24,0,1017565,2,0,4.0,1,-8481,11361,19842,53,True,0,Burnley,Man Utd,DEF,Wan-Bissaka
Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0,0.0,596,235,0,0,0.0,0.0,2020-01-22T20:15:00Z,0,0,0,0,0,24,0,486,2,0,0.0,0,84,131,47,40,False,0,Man Utd,Burnley,DEF,Koiki
Abdoulaye Doucouré,0,0,8,0,15.8,368,231,2,0,2.2,6.2,2020-01-21T19:30:00Z,90,0,0,0,0,24,0,190259,1,2,0.0,1,42623,56055,13432,56,False,1,Aston Villa,Watford,MID,Doucouré
Adama Traoré,1,0,30,0,40.3,417,237,2,0,9.0,27.6,2020-01-23T20:00:00Z,90,0,0,0,0,24,0,1277984,2,1,22.0,5,78968,151804,72836,57,True,0,Liverpool,Wolves,MID,Traoré
